world,config,hard_frac,algorithm,n_observed,obs_region0_share,auc_own,auc_true,map_jaccard,spearman_full,spearman_remote
0,random,-1.0,maxent,439,0.642369020501139,0.8486091299328009,0.8105666931671651,0.3118469984062334,0.9070943540854628,0.9437757179478141
0,random,-1.0,xgboost,439,0.642369020501139,0.8100974572961697,0.7775475354146474,0.2744580800550522,0.8686914166045338,0.8879003929294987
0,random,-1.0,randomforest,439,0.642369020501139,0.8309831761693852,0.7995176478362358,0.3092040152693341,0.8840815635771979,0.8634241266580164
0,tgb,-1.0,maxent,439,0.642369020501139,0.8342684567883211,0.8081463724717024,0.28909512761020884,0.8964509956143618,0.9435852111363412
0,tgb,-1.0,xgboost,439,0.642369020501139,0.8079522475675838,0.7810801439180788,0.2578246154194447,0.8636584386380314,0.8832375878172731
0,tgb,-1.0,randomforest,439,0.642369020501139,0.816769578960639,0.7983307922446861,0.2825780835199335,0.8828550758185096,0.8594573172220528
0,hybrid,0.0,maxent,439,0.642369020501139,0.7859029081326021,0.5267928276054133,0.0023000947097821674,-0.3804476459815625,-0.6975748577941483
0,hybrid,0.0,xgboost,439,0.642369020501139,0.76587233850985,0.6002507634312455,0.00451997830410414,-0.11423395544043471,-0.591149825036564
0,hybrid,0.0,randomforest,439,0.642369020501139,0.7853740627747824,0.617704549756443,0.02860316578728131,-0.0640984755145053,-0.504054024179182
0,hybrid,0.3,maxent,439,0.642369020501139,0.7990026165595205,0.5355291858994529,0.0007565114017075543,-0.35643063542897085,-0.6966537708842175
0,hybrid,0.3,xgboost,439,0.642369020501139,0.7844827383377193,0.6045417025494417,0.00018001800180018,-0.11029737006179736,-0.6053714149525237
0,hybrid,0.3,randomforest,439,0.642369020501139,0.8063248528512934,0.6157165095141348,0.007342942616263258,-0.08608579657211696,-0.5452729527311218
0,hybrid,0.7,maxent,439,0.642369020501139,0.8619878023712799,0.5404956664560501,8.999361045365779e-06,-0.3424832138300146,-0.6890076235184125
0,hybrid,0.7,xgboost,439,0.642369020501139,0.8474663509320285,0.6313693950994755,0.0013336697545326748,-0.05642062644606252,-0.562756008509478
0,hybrid,0.7,randomforest,439,0.642369020501139,0.8571706866076525,0.6429595023566863,0.05420943779291502,-0.003232611767609563,-0.44448264488789513
0,hybrid,1.0,maxent,439,0.642369020501139,0.8716768924915771,0.5435239812509831,0.052641550543277474,-0.24281276727259996,-0.6388953165613598
0,hybrid,1.0,xgboost,439,0.642369020501139,0.8832860501385713,0.6266703834871123,0.017144635550632968,-0.06258329233242232,-0.5955908293093182
0,hybrid,1.0,randomforest,439,0.642369020501139,0.8779496292641957,0.6557147969778053,0.06781468917867062,0.02446939083113171,-0.455305270131197
1,random,-1.0,maxent,445,0.6382022471910113,0.8223844837598715,0.8033891367924344,0.29596585143976767,0.8906465761123494,0.9438847218363469
1,random,-1.0,xgboost,445,0.6382022471910113,0.797713514356462,0.7704862796439028,0.24977505848479395,0.8365030771673324,0.8644857368497908
1,random,-1.0,randomforest,445,0.6382022471910113,0.810908087763486,0.7939841142646014,0.2831260608999896,0.8812272751552789,0.8765208609890157
1,tgb,-1.0,maxent,445,0.6382022471910113,0.8141027426293995,0.8092793314190005,0.2992844113932931,0.8866058610752596,0.9219414381337572
1,tgb,-1.0,xgboost,445,0.6382022471910113,0.7874662625964255,0.7742482363562052,0.2578388535464445,0.8420164640017184,0.849115963864395
1,tgb,-1.0,randomforest,445,0.6382022471910113,0.8017004472957312,0.7987097927452004,0.2797715022803704,0.8835078284452708,0.8717140697992098
