title,date,source,identifier,description,subject,relevance,tags,depth_m
Borobudur op Java moet snel worden hersteld Deel van noordwand helt sterk en dreigt in te storten,1963/08/02,Noord-Hollands Archief,http://resolver.kb.nl/resolve?urn=MMNHA03:197608029:mpeg21:a00095:ocr,,,1,JAVA,
OOST-JAVA. TRENGGALEK.,1931/04/11,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010279338:mpeg21:a0138:ocr,,,1,JAVA,
OOST-JAVA Bevloeiïngswerken VAN KALI BENG-WADOEK WORDT AFGEZIEN,1939/05/28,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB27:021095091:mpeg21:a00137:ocr,,,1,JAVA,
Prachistorische Graven op Java.,1921/11/10,Koninklijke Bibliotheek C 96,http://resolver.kb.nl/resolve?urn=ddd:011040116:mpeg21:a0015:ocr,,,1,JAVA,
FEUILLETON. Indische Reisbrieven  door  Prol dr. J. PK. VOGEL. (Nadruk verboden.) V. De oude monumenten van Java.,1925/11/08,KB NBM Mfm MMK 0030 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010028116:mpeg21:a0150:ocr,,,1,JAVA,
De Man van West Java's Wegennet,1938/05/04,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000421003:mpeg21:a00041:ocr,,,1,JAVA,
Uit de Java-bladen.,1897/12/08,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000009098:mpeg21:a00022:ocr,,,1,JAVA,
Geologische zwerltochten op Java.,1914/12/05,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB23:001506186:mpeg21:a00041:ocr,,,1,JAVA,
OOST-JAVA NIEUWS. MALANG. (Van onzen redacteur.) Voortgaande tokobouw.,1936/12/28,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010285512:mpeg21:a0259:ocr,,,1,JAVA,
"AANTEEKENINGEN Java, Deli en de kolonisatie",1932/04/08,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=KBDDD02:000199572:mpeg21:a0001:ocr,,,1,JAVA,
Oost-Java stoomtram Mij Drie leden van het comité van obligatiehouders gekozen.,1938/10/13,KB NBM C 44 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010018074:mpeg21:a0067:ocr,,,1,JAVA,
Een nieuwe spoorweg voor Java.,1882/08/18,KB C 76,http://resolver.kb.nl/resolve?urn=ddd:010290534:mpeg21:a0001:ocr,,,1,JAVA,
Kolonel van Altena haalt herinneringen op KMA. heeft ook nog gehuisd op Java! Ook in de Indonesische strijd macht zitten oud-cadetten,1953/07/27,Stadsarchief Breda,http://resolver.kb.nl/resolve?urn=MMSAB05:259515023:mpeg21:a00074:ocr,,,1,JAVA,
De moord te Singosari. Doortastend optreden van den Wedono,1937/07/14,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011110342:mpeg21:a0184:ocr,,,1,JAVA,
DE MOORD TE SINGOSARI. Doortastend optreden van den wedono.,1937/07/14,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010286026:mpeg21:a0248:ocr,,,1,JAVA,
ARRESTATIE TE MALANG. Van twee moordenaars.,1937/07/13,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010286025:mpeg21:a0206:ocr,,,1,JAVA,
PRAE- HISTORISCHE VONDSTEN. Uit het steenen tijdperk.,1933/03/01,Koninklijke Bibliotheek 1634 C1,http://resolver.kb.nl/resolve?urn=ddd:010970730:mpeg21:a0098:ocr,,,1,STONE,
UIT HET STEENEN TIJDPERK. Interessante vondst.,1933/02/23,Koninklijke Bibliotheek C 96,http://resolver.kb.nl/resolve?urn=ddd:011073460:mpeg21:a0030:ocr,,,1,STONE,
Weer een historische vondst te Malang. Hoe zij behandeld werd.,1930/12/05,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:001726064:mpeg21:a00121:ocr,,,1,JAVA,
Weer een historisotae vondst te Malang. *,1930/12/06,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:002766282:mpeg21:a00003:ocr,,,1,JAVA,
Uit Malang,1910/01/05,KB C55,http://resolver.kb.nl/resolve?urn=ddd:010134919:mpeg21:a0008:ocr,,,1,JAVA,
OOST-JAVA. MALANG.,1930/12/03,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010279630:mpeg21:a0135:ocr,,,1,JAVA,
Schetsen uit Oost-Java.,1892/07/27,KB C 47,http://resolver.kb.nl/resolve?urn=ddd:010504681:mpeg21:a0039:ocr,,,1,JAVA,
MET DE NATUUR-HISTORISCHE NAAR KREBET. Over cassaveplant en -oogst. De hoogvlakte van Malang. Naar Singosari en Kepoeloengan.,1937/07/01,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010286015:mpeg21:a0249:ocr,,,1,JAVA,
"VIJFDE BLAD. PREANGERBODE Donderdag 6 October 1921, No. 271. Waarn. Hoofdredact.: B. Daum. JAARBEUKSBLAD De stands. Bouwstoffen-handel Ligtvoet, Soerabaja",1921/10/06,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000131568:mpeg21:a0077:ocr,,,1,JAVA,
OOST-JAVA-NIEUWS. De moord op den veedief. (Van onzen correspondent te Soemenep.),1934/06/15,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=KBDDD02:000216074:mpeg21:a0091:ocr,,,1,JAVA,
"NEDERLANDSCH INDIË. Batavia, 5 Februari 1904.",1904/02/05,Koninklijke Bibliotheek C 96,http://resolver.kb.nl/resolve?urn=ddd:011033722:mpeg21:a0001:ocr,,,1,JAVA,
OOST-JAVA,1932/05/19,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000406114:mpeg21:a00020:ocr,,,1,JAVA,
Het Ongeluk bij Modjokerto. Auto van den heer Goldberg tegen asemboom. De inzittenden.,1940/03/12,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:003476106:mpeg21:a00101:ocr,,,1,JAVA,
"OOST-INDIË BATAVIA, 27/28 Juni.",1912/07/26,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB23:001496067:mpeg21:a00105:ocr,,,1,JAVA,
MODJOKERTO.,1935/04/06,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011107791:mpeg21:a0158:ocr,,,1,JAVA,
A.s. bezoek van den landvoogd aan Soerabaja.,1922/08/14,Koninklijke Bibliotheek 1634 B1,http://resolver.kb.nl/resolve?urn=ddd:010993620:mpeg21:a0055:ocr,,,1,JAVA,
A.s. bezoek van den landvoogd aan Soerabaja.,1922/08/14,KB 1634 B1,http://resolver.kb.nl/resolve?urn=ddd:010367899:mpeg21:a0051:ocr,,,1,JAVA,
Nederl.-Indië. De Landvoogd naar Soerabaja.,1922/08/04,Koninklijke Bibliotheek C 96,http://resolver.kb.nl/resolve?urn=ddd:011040186:mpeg21:a0001:ocr,,,1,JAVA,
Brieven uit Modjokerto.,1933/06/21,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000409134:mpeg21:a00005:ocr,,,1,JAVA,
"Modjokerto. „MAJAPAHIT.""",1938/06/18,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:003459081:mpeg21:a00207:ocr,,,1,JAVA,
Modjokerto.,1938/06/18,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000468063:mpeg21:a00099:ocr,,,1,JAVA,
Modjokerto.,1929/05/13,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011107969:mpeg21:a0184:ocr,,,1,JAVA,
Kort Nieuws uit Midden- en Oost-Java. R. K. KAMERLEDEN NAAR KEDIRI.,1938/06/17,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:003459079:mpeg21:a00135:ocr,,,1,JAVA,
BEZOEK DER R.K.S.P.-DELEGATIE AAN KEDIRI,1938/06/20,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011110572:mpeg21:a0259:ocr,,,1,JAVA,
R. K. S. P.-Delegatie in Kediri,1938/06/18,KB C55,http://resolver.kb.nl/resolve?urn=ddd:010226717:mpeg21:a0009:ocr,,,1,JAVA,
R.K.S.P.-DELEGATIE IN KEDIRI,1938/06/16,Koninklijk Instituut voor de Tropen (KIT) L 5018,http://resolver.kb.nl/resolve?urn=ddd:010864999:mpeg21:a0045:ocr,,,1,JAVA,
Kediri vaart weer koers Armenzorgnormen.—Hoe Boeddha een nieuwe neus kreeg.—De noodlijdende Kunstkring.—Handelsbelangen.,1938/08/04,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011121065:mpeg21:a0214:ocr,,,1,JAVA,
ALLERLEI NIEUWS UIT KEDIRI. (Van onzen correspondent te Malang.) Het overvloedig stedelijk areaal. – Gunstige financiën. – Armenzorgnormen. -De noodlijdende Kunstkring.-Handelsbelangen.,1938/08/04,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010286096:mpeg21:a0086:ocr,,,1,JAVA,
KEDIRI. (Van onzen correspondent.) Uitbouw van het onderwijs.,1941/10/29,"Koninklijk Instituut voor Taal-, Land- en Volkenku",http://resolver.kb.nl/resolve?urn=ddd:011176345:mpeg21:a0212:ocr,,,1,JAVA,
Kediri UITBOUW VAN HET ONDERWIJS.,1941/10/30,Koninklijke Bibliotheek C64,http://resolver.kb.nl/resolve?urn=ddd:011122718:mpeg21:a0222:ocr,,,1,JAVA,
Hindoe-Javaansche kunstcollectie.,1930/09/04,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:001729005:mpeg21:a00114:ocr,,,1,JAVA,
Kediri BEGROOTINGS-ASPECTEN.,1941/10/20,Koninklijke Bibliotheek C64,http://resolver.kb.nl/resolve?urn=ddd:011122698:mpeg21:a0172:ocr,,,1,JAVA,
POEHSARANG. (Van onzen reizenden correspondent.) Een katholiek-Javaansch centrum. – Toepassing van oud-Javaanschen stijl bij den bouw van de kerk en de andere gebouwen op de hellingen van het Wilis-gebergte. Mooi werk van het volk.,1941/03/03,"Koninklijk Instituut voor Taal-, Land- en Volkenku DP IC/41-2",http://resolver.kb.nl/resolve?urn=ddd:011176607:mpeg21:a0097:ocr,,,1,JAVA,
"KEDIRI IN AFWACHTING. (Van onzen correspondent te Malang.) III. Over criminaliteit, houtdiefstallen en statistieken. ALS HET VERLEDEN SPREEKT...",1938/12/12,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010286323:mpeg21:a0127:ocr,,,1,JAVA,
"Kediri in afwachting Over criminaliteit, houtdiefstallen en statistieken.- Als het verleden spreekt..... (Van onzen redacteur te Malang).",1938/12/14,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011121222:mpeg21:a0179:ocr,,,1,JAVA,
Natuur-Historische Vereenigin* te Kediri.,1938/07/26,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010286088:mpeg21:a0247:ocr,,,1,JAVA,
MALANGSCHE CAUSERIE. (Van. onzen medewerker.) Singosarie. Dertiende eeuwsche glorie. Toemapel.,1932/12/24,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010284283:mpeg21:a0127:ocr,,,1,JAVA,
De Moesi-mond.,1928/04/19,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:001711115:mpeg21:a00105:ocr,,,0,,
Wetenschappelijk allerlei.,1900/09/12,Koninklijke Bibliotheek NBM Mfm MMK 0032,http://resolver.kb.nl/resolve?urn=ddd:011126659:mpeg21:a0034:ocr,,,0,,
De drempel van den Moesi-mond.,1928/04/18,KB C55,http://resolver.kb.nl/resolve?urn=ddd:010221164:mpeg21:a0011:ocr,,,0,,
Australië onmiddellijk na IJstijden door de mens gekoloniseerd,1986/12/04,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=KBNRC01:000030191:mpeg21:a0167:ocr,,,0,,
Vertrokken Passagiers van Padang.,1871/11/18,Koninklijke Bibliotheek MM03C-150160,http://resolver.kb.nl/resolve?urn=ddd:011101612:mpeg21:a0022:ocr,,,0,,
ARTESISCHE PUTBORINGEN.,1861/11/01,Koninklijke Bibliotheek 16454 E 9,http://resolver.kb.nl/resolve?urn=ddd:011089315:mpeg21:a0001:ocr,,,0,,
Interessante Oudheid kundige Vondsten.,1939/08/04,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000475031:mpeg21:a00121:ocr,,,0,,
No 17. Derde Blad. De waarde der vulkanen.,1912/01/22,Stadsarchief 's-Hertogenbosch,http://resolver.kb.nl/resolve?urn=MMSADB01:000007937:mpeg21:a0046:ocr,,,0,,
De waarde der vulkanen.,1912/01/20,Het Utrechts Archief,http://resolver.kb.nl/resolve?urn=MMUTRA04:253295017:mpeg21:a00078:ocr,,,0,,
De waarde der vulkanen.,1912/01/14,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB23:001509034:mpeg21:a00067:ocr,,,0,,
NEDERLANDSCH-INDIË. De Sultan van Deli. Viert zijn 12½ jaring jublieum.,1937/08/18,KB NBM C 44 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010017364:mpeg21:a0179:ocr,,,0,,
Verspreide Indische Berichten.,1899/03/25,KB C 76,http://resolver.kb.nl/resolve?urn=ddd:010299677:mpeg21:a0098:ocr,,,0,,
Vieuwe schakel ontdekt in de menselijke afstamming,1954/10/23,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000839020:mpeg21:a00140:ocr,,,0,,
Wetenschappen Het Prae-historisch Onderzoek op Celebes. De Reis van Dr. Van Stein Callenfels.,1933/11/04,KB C55,http://resolver.kb.nl/resolve?urn=ddd:010229943:mpeg21:a0115:ocr,,,0,,
WETENSCHAPPEN. PRAEHISTORISCH ONDERZOEK. Dr. Van Stem Callenfels op Celebes. NEOLITHISCHE CULTUUR. Een „zot” idee.,1933/11/03,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010284911:mpeg21:a0110:ocr,,,0,,
BINNENLAND Praehistorisch onderzoek. DR. VAN STEIN CALLENFELS OP CELEBES.,1933/11/14,Koninklijke Bibliotheek 1634 C1,http://resolver.kb.nl/resolve?urn=ddd:010970942:mpeg21:a0094:ocr,,,0,,
UIT DE GRIJZE OUDHEID. (Van onzen reizenden correspondent.),1941/05/15,"Koninklijk Instituut voor Taal-, Land- en Volkenku DP IC/41-3",http://resolver.kb.nl/resolve?urn=ddd:011176437:mpeg21:a0244:ocr,,,0,,
UIT DE INDISCHE BLADEN.,1936/01/15,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB04:000149030:mpeg21:a0122:ocr,,,0,,
"0p de Kloethelling I. Ter onderneming „Penataran"". Uitverkoren ligging. — Onderneming en werving. — Het Uivertje. — Overblijfselen der Oudheid.",1939/03/07,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011121244:mpeg21:a0215:ocr,,,0,,
Finantiële berigten.,1877/06/14,Drents Archief,http://resolver.kb.nl/resolve?urn=MMDA03:000096533:mpeg21:a0012:ocr,,,0,,
Stadsnieuws Massagraf ontdekt,1948/05/13,"NIOD Instituut voor Oorlogs-, Holocaust- en Genocidestudies",http://resolver.kb.nl/resolve?urn=MMNIOD04:000094869:mpeg21:a0021:ocr,,,0,,
Onderzoekingen van den Oudheidkundi- gen Dienst in het Landschap Loewoe.,1937/11/08,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000469033:mpeg21:a00149:ocr,,,0,,
Gemengd Nieuws.,1913/07/07,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000161006:mpeg21:a00026:ocr,,,0,,
Verschillende Berichten.,1910/06/30,Zeeuwsche bibliotheek,http://resolver.kb.nl/resolve?urn=ddd:010635066:mpeg21:a0011:ocr,,,0,,
Wankele Wetenschap (II) Veel fouten bij onderzoek der oude tijden Subjectiviteit,1954/01/11,Regionaal Archief Zutphen,http://resolver.kb.nl/resolve?urn=MMRAZ03:179304008:mpeg21:a00079:ocr,,,0,,
EEN URNEN VELD UIT DE PRAEHISTORIE,1937/11/09,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000123034:mpeg21:a00054:ocr,,,0,,
BINNENLANDSCHE BERIGTEN.,1879/03/21,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB12:000003069:mpeg21:a00010:ocr,,,0,,
STADSNIEUWS.,1916/08/22,Het Utrechts Archief,http://resolver.kb.nl/resolve?urn=MMUTRA04:253304044:mpeg21:a00022:ocr,,,0,,
Laatste Berichten,1913/03/18,Stadsarchief 's-Hertogenbosch,http://resolver.kb.nl/resolve?urn=MMSADB01:000008702:mpeg21:a0012:ocr,,,0,,
Gemengd Nieuws,1905/12/09,Gemeentearchief Steenwijkerland,http://resolver.kb.nl/resolve?urn=MMGASL01:000376024:mpeg21:a00050:ocr,,,0,,
KUNST EN WETENSCHAP,1933/11/02,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000407102:mpeg21:a00012:ocr,,,0,,
NIET- OFFICIEEL GEDEELTE.,1911/03/31,Het Utrechts Archief,http://resolver.kb.nl/resolve?urn=MMUTRA04:253186154:mpeg21:a00046:ocr,,,0,,
LAND- EN ZEEMACHT. DE OPLEIDING VOOR VERLOFSOFFICIEREN.,1924/08/09,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB04:000194797:mpeg21:a0007:ocr,,,0,,
Nederlandsche Oost-Indie.,1896/01/16,Regionaal Archief Zutphen,http://resolver.kb.nl/resolve?urn=MMRAZ02:000352013:mpeg21:a00007:ocr,,,0,,
Berigten van verschillenden aard.,1862/12/30,Koninklijke Bibliotheek C 135,http://resolver.kb.nl/resolve?urn=ddd:011193002:mpeg21:a0014:ocr,,,0,,
NEDERLANDSCH-INDIË.,1931/01/16,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:002134013:mpeg21:a00002:ocr,,,0,,
Eenige weken op een zendingspost. LOSSE AANTEEKENINGEN. Onderzoekt alle dingen en behoudt het goede.,1881/08/26,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011085943:mpeg21:a0001:ocr,,,0,,
"niet vervaardigd door Malajoe-Polinesische volksgroepen,",1926/08/01,KB NBM Mfm MMK 0030 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010028558:mpeg21:a0049:ocr,,,0,,
NEDERLANDSCH-INDIE,1927/03/23,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000076068:mpeg21:a00078:ocr,,,0,,
Stoomvaartlijnen.,1905/04/14,KB C 21,http://resolver.kb.nl/resolve?urn=ddd:010650423:mpeg21:a0055:ocr,,,0,,
Praehistorische vondsten. AFWIJKEND VAN TOT DUSVER GEVONDEN PRAEHISTORICA.,1934/07/04,Koninklijke Bibliotheek 1634 C1,http://resolver.kb.nl/resolve?urn=ddd:010971210:mpeg21:a0173:ocr,,,0,,
NEDERLAND,1939/03/11,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000136058:mpeg21:a00013:ocr,,,0,,
NEDERLANDSCH INDIË. UIT DE MAILBLADEN. De Snellius-expeditie.,1930/03/01,Koninklijke Bibliotheek MM03C-101506,http://resolver.kb.nl/resolve?urn=ddd:011169927:mpeg21:a0105:ocr,,,0,,
PRAE-HISTORISCH ONDERZOEK IN INDIE Wat gevonden werd.,1929/08/12,Koninklijke Bibliotheek 1634 C1,http://resolver.kb.nl/resolve?urn=ddd:010970441:mpeg21:a0003:ocr,,,0,,
NATUURWETENSCHAP. PITIHEOANTHROPUS ERECTOS. DE RECHTOPGAANDE AAPMENSCH.,1913/01/18,KB NBM Mfm MMK 0032 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010022428:mpeg21:a0057:ocr,,,0,,
"„Operatie Paashaas”, geslaagde tocht door Pasoendan Eskadron Pantserwagens houdt Nederlandse driekleur hoog „Dit moesten ze eens in-Holland zien” Eén met land en volk",1948/04/16,Universiteitsbibliotheek Leiden S 9462,http://resolver.kb.nl/resolve?urn=ddd:010898109:mpeg21:a0033:ocr,,,0,,
Advertentie,1839/08/01,KB T948,http://resolver.kb.nl/resolve?urn=ddd:010066095:mpeg21:a0008:ocr,,,0,,
Allerlei.,1870/07/14,Het Utrechts Archief,http://resolver.kb.nl/resolve?urn=MMUTRA04:253105012:mpeg21:a00012:ocr,,,0,,
ZUID-BOLLAND.,1908/12/09,KB C226,http://resolver.kb.nl/resolve?urn=ddd:010108253:mpeg21:a0160:ocr,,,0,,
NEDERL.-INDIE,1938/03/10,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000701068:mpeg21:a00020:ocr,,,0,,
OOST-INDIE.,1929/12/04,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB04:000146265:mpeg21:a0023:ocr,,,0,,
Een Odyssea.,1930/01/25,KB C55,http://resolver.kb.nl/resolve?urn=ddd:010228799:mpeg21:a0231:ocr,,,0,,
Een Odyssea.,1930/01/29,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB19:000442024:mpeg21:a00053:ocr,,,0,,
EEN ODYSSEA. De expeditie van de Snellius.,1930/03/11,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB27:017913118:mpeg21:a00017:ocr,,,0,,
Uit het Moederland. PERSONALIA.,1914/03/16,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000126652:mpeg21:a0021:ocr,,,0,,
Over Petroleum Exploratie Maatschappijen.,1902/02/15,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000037038:mpeg21:a00002:ocr,,,0,,
Onze voorloopers op deze aarde. Een en ander over resten van primitieve menschenrassen.,1932/06/29,CODA Apeldoorn,http://resolver.kb.nl/resolve?urn=MMCODA01:000156751:mpeg21:a0047:ocr,,,0,,
Onze voorloopers op deze aarde Een en ander over resten van primitieve menschenrassen. Een eeuw anthropologisch onderzoek.,1932/07/15,Regionaal Archief Nijmegen,http://resolver.kb.nl/resolve?urn=MMRANM02:000029628:mpeg21:a0053:ocr,,,0,,
WETENSCHAPPEN. Onze voorloopers op deze aarde.,1932/08/06,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010284064:mpeg21:a0278:ocr,,,0,,
Laatste Berichten,1911/08/08,Stadsarchief 's-Hertogenbosch,http://resolver.kb.nl/resolve?urn=MMSADB01:000011607:mpeg21:a0004:ocr,,,0,,
Onze voorloopers op deze aarde. Een en ander over resten van primitieve menschenrassen.,1932/07/02,Drents Archief,http://resolver.kb.nl/resolve?urn=MMDA03:000113822:mpeg21:a0124:ocr,,,0,,
GEMENGD NIEUWS.,1914/04/08,Drents Archief,http://resolver.kb.nl/resolve?urn=MMDA03:000108661:mpeg21:a0041:ocr,,,0,,
PRAE-HISTORISCH OMDERZOEK IN INDIE Wat gevonden werd.,1929/08/12,KB 1634 C1,http://resolver.kb.nl/resolve?urn=ddd:010360606:mpeg21:a0003:ocr,,,0,,
VOGELS ALS SLACHTOFFERS VAN HET SNELLE VERKEER.,1934/07/20,Groninger archieven,http://resolver.kb.nl/resolve?urn=MMRHCG04:235004017:mpeg21:a00055:ocr,,,0,,
WIJLEN G.P. CARLI. Herdenking bij N.S.B.,1936/10/27,KB C 248,http://resolver.kb.nl/resolve?urn=ddd:010285461:mpeg21:a0138:ocr,,,0,,
Natuurkundig Genootschap De ontwikkeling van de aardkorst.,1938/11/22,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB32:164698019:mpeg21:a00191:ocr,,,0,,
NEDERL. INDIE,1938/03/10,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000125057:mpeg21:a00019:ocr,,,0,,
ARBEID EN BEWEGING,1936/11/11,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB12:000171062:mpeg21:a00084:ocr,,,0,,
Een Odyssea.,1930/01/23,Koninklijke Bibliotheek C 64,http://resolver.kb.nl/resolve?urn=ddd:011108749:mpeg21:a0156:ocr,,,0,,
ONZE VOORLOOPERS OP DEZE AARDE Primitieve Menschenrassen Een eeuw anthropologisch onderzoek,1932/07/03,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB27:017923005:mpeg21:a00104:ocr,,,0,,
Laatste berichten.,1908/04/17,Stadsarchief 's-Hertogenbosch,http://resolver.kb.nl/resolve?urn=MMSADB01:000008857:mpeg21:a0005:ocr,,,0,,
PLAATSELIJK NIEUWS.,1904/10/22,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000711195:mpeg21:a00003:ocr,,,0,,
AVOND-EDITIE. EERSTE BLAD. Dit nummer bestaat uit twee bladen. SCHOENMAKER HOUD JE BIJ JE LEEST!,1911/03/04,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000123816:mpeg21:a0001:ocr,,,0,,
Advertentie,1857/02/18,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB32:164593014:mpeg21:a00019:ocr,,,0,,
De Solo-werken.,1903/12/15,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:001625193:mpeg21:a00064:ocr,,,0,,
Gemengd Indisch Nieuws.,1914/02/14,Koninklijke Bibliotheek C 96,http://resolver.kb.nl/resolve?urn=ddd:011036623:mpeg21:a0126:ocr,,,0,,
Korte Mededeelingen.,1909/09/04,Tresoar,http://resolver.kb.nl/resolve?urn=ddd:010761159:mpeg21:a0029:ocr,,,0,,
NEDERL.-INDIE,1932/04/15,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB15:000119013:mpeg21:a00009:ocr,,,0,,
ALLERLEI.,1875/02/18,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB23:001397041:mpeg21:a00014:ocr,,,0,,
"TWEEDE BLAD. De Preanger Bode. MAANDAG 14 DECEMBER 1903, No. 290. Redacteur: G. L. LA BASTIDK. Bandoeng. De Solo-werken. II",1903/12/14,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000155713:mpeg21:a0017:ocr,,,0,,
Indische Landbouwtechnici in Nederland. De twaalfde wetenschappelijke bijeenkomst te Wapeningen.,1931/01/19,Universitaire Bibliotheken Leiden,http://resolver.kb.nl/resolve?urn=MMKB23:001724032:mpeg21:a00016:ocr,,,0,,
Gerestaureerde Borobudur moet weer eeuwen meekunnen,1983/02/28,Nederlands Dagblad,http://resolver.kb.nl/resolve?urn=ddd:010628395:mpeg21:a0046:ocr,,,0,,
CAUSERIE VAN KOLONEL VAN ERP OVER DEN T^ANDI-MENDOET,1932/03/14,KB NBM C 44 [Microfilm],http://resolver.kb.nl/resolve?urn=ddd:010014023:mpeg21:a0280:ocr,,,0,,
GEMENGDE BERICHTEN.,1899/10/03,Koninklijke Bibliotheek,http://resolver.kb.nl/resolve?urn=MMKB08:000093949:mpeg21:a0005:ocr,,,0,,
Nieuws uit Indië. EEN VONDST OP BALI.,1925/08/28,Drents Archief,http://resolver.kb.nl/resolve?urn=MMDA03:000112199:mpeg21:a0032:ocr,,,0,,
Kunst en Wetenschappen OUDE KERK ONTDEKT.,1928/11/16,Stadsarchief Breda,http://resolver.kb.nl/resolve?urn=MMSAB03:000064834:mpeg21:a0015:ocr,,,0,,
